EGID;EDID;GDEKT;GDENR;GDENAME;STRNAME;DEINR;PLZ4;PLZZ;PLZNAME;GKODE;GKODN;STRSP
319661;0;ZG;1711;Zug;Widenstrasse;42;6317;0;Oberwil b. Zug;2681389.226;1221862.622;de
319662;0;ZG;1711;Zug;Leimatt;22;6317;0;Oberwil b. Zug;2681126.431;1221969.951;de
319663;0;ZG;1711;Zug;Leimatt;12;6317;0;Oberwil b. Zug;2681136.644;1221953.139;de
319664;0;ZG;1711;Zug;Leimatt;20;6317;0;Oberwil b. Zug;2681125.026;1221936.913;de
319665;0;ZG;1711;Zug;Leimatt;10;6317;0;Oberwil b. Zug;2681142.906;1221926.469;de
319666;0;ZG;1711;Zug;Leimatt;18;6317;0;Oberwil b. Zug;2681128.336;1221913.428;de
319667;0;ZG;1711;Zug;Leimatt;16;6317;0;Oberwil b. Zug;2681131.845;1221902.841;de
319668;0;ZG;1711;Zug;Leimatt;14;6317;0;Oberwil b. Zug;2681134.266;1221894.7;de
319669;0;ZG;1711;Zug;Leimatt;4;6317;0;Oberwil b. Zug;2681195.857;1221981.74;de
319670;0;ZG;1711;Zug;Leimatt;2;6317;0;Oberwil b. Zug;2681206.643;1221994.267;de
319671;0;ZG;1711;Zug;Widenstrasse;26;6317;0;Oberwil b. Zug;2681195.989;1222020.64;de
319672;0;ZG;1711;Zug;Widenstrasse;26a;6317;0;Oberwil b. Zug;2681150.905;1222001.683;de
319674;0;ZG;1711;Zug;Widenstrasse;24;6317;0;Oberwil b. Zug;2681169.701;1222050.81;de
319675;0;ZG;1711;Zug;Widenstrasse;22;6317;0;Oberwil b. Zug;2681162.255;1222060.426;de
319676;0;ZG;1711;Zug;Widenstrasse;20c;6317;0;Oberwil b. Zug;2681119.055;1221998.991;de
319677;0;ZG;1711;Zug;Widenstrasse;20b;6317;0;Oberwil b. Zug;2681118.282;1222018.885;de
319678;0;ZG;1711;Zug;Widenstrasse;20a;6317;0;Oberwil b. Zug;2681120.372;1222048.658;de
319679;0;ZG;1711;Zug;Widenstrasse;18;6317;0;Oberwil b. Zug;2681155.112;1222097.037;de
319680;0;ZG;1711;Zug;Widenstrasse;16;6317;0;Oberwil b. Zug;2681151.612;1222124.291;de
319681;0;ZG;1711;Zug;Mülimatt;3;6317;0;Oberwil b. Zug;2681223.284;1222237.678;de
319682;0;ZG;1711;Zug;Mülimatt;5;6317;0;Oberwil b. Zug;2681262.154;1222294.487;de
319683;0;ZG;1711;Zug;Mülimattweg;15;6317;0;Oberwil b. Zug;2681375.383;1222146.892;de
319684;0;ZG;1711;Zug;Rüsli;1;6317;0;Oberwil b. Zug;2681478.24;1222361.837;de
319685;0;ZG;1711;Zug;Rüsli;2;6317;0;Oberwil b. Zug;2681535.894;1222354.117;de
319686;0;ZG;1711;Zug;Widenstrasse;55;6317;0;Oberwil b. Zug;2681441.609;1222009.916;de
319687;0;ZG;1711;Zug;Mülimattweg;1;6317;0;Oberwil b. Zug;2681188.489;1222199.499;de
319688;0;ZG;1711;Zug;Mülimattweg;2;6317;0;Oberwil b. Zug;2681204.379;1222183.956;de
319689;0;ZG;1711;Zug;Mülimattweg;6;6317;0;Oberwil b. Zug;2681240.61;1222112.738;de
319690;0;ZG;1711;Zug;Widenstrasse;21;6317;0;Oberwil b. Zug;2681211.275;1222131.013;de
319691;0;ZG;1711;Zug;Widenstrasse;55;6317;0;Oberwil b. Zug;2681441;1222010;de
319692;0;ZG;1711;Zug;Tellenmattstrasse;45a;6317;0;Oberwil b. Zug;2681219.42;1222368.137;de
319693;0;ZG;1711;Zug;Tellenmattstrasse;45b;6317;0;Oberwil b. Zug;2681217.358;1222360.386;de
319694;0;ZG;1711;Zug;Tellenmattstrasse;47a;6317;0;Oberwil b. Zug;2681195.127;1222338.58;de
319695;0;ZG;1711;Zug;Tellenmattstrasse;47b;6317;0;Oberwil b. Zug;2681199.924;1222332.119;de
319696;0;ZG;1711;Zug;Tellenmattstrasse;51;6317;0;Oberwil b. Zug;2681160.033;1222290.461;de
319697;0;ZG;1711;Zug;Tellenmattstrasse;55;6317;0;Oberwil b. Zug;2681150.868;1222247.504;de
319698;0;ZG;1711;Zug;Tellenmattstrasse;46;6317;0;Oberwil b. Zug;2681118.639;1222253.127;de
319699;0;ZG;1711;Zug;Widenstrasse;17;6317;0;Oberwil b. Zug;2681104.355;1222282.177;de
319700;0;ZG;1711;Zug;Widenstrasse;15;6317;0;Oberwil b. Zug;2681084.274;1222286.881;de
319701;0;ZG;1711;Zug;Widenstrasse;13;6317;0;Oberwil b. Zug;2681074.529;1222291.836;de
319702;0;ZG;1711;Zug;Widenstrasse;11;6317;0;Oberwil b. Zug;2681063.596;1222297.902;de
319703;0;ZG;1711;Zug;Widenstrasse;7;6317;0;Oberwil b. Zug;2681049.266;1222324.293;de
319704;0;ZG;1711;Zug;Widenstrasse;9;6317;0;Oberwil b. Zug;2681062.394;1222315.933;de
319705;0;ZG;1711;Zug;Angelgasse;2a;6317;0;Oberwil b. Zug;2681045.969;1222370.412;de
319706;0;ZG;1711;Zug;Bärengasse;5;6317;0;Oberwil b. Zug;2681029.08;1222353.271;de
319707;0;ZG;1711;Zug;Angelgasse;2b;6317;0;Oberwil b. Zug;2681052.482;1222365.721;de
319708;0;ZG;1711;Zug;Angelgasse;6;6317;0;Oberwil b. Zug;2681085.326;1222393.441;de
319709;0;ZG;1711;Zug;Tellenmattstrasse;53;6317;0;Oberwil b. Zug;2681155.603;1222280.939;de
319710;0;ZG;1711;Zug;Brunnenmattstrasse;19;6317;0;Oberwil b. Zug;2681129.344;1222381.206;de
319711;0;ZG;1711;Zug;Tellenmattstrasse;44;6317;0;Oberwil b. Zug;2681144.283;1222304.233;de
319712;0;ZG;1711;Zug;Tellenmattstrasse;40;6317;0;Oberwil b. Zug;2681178.557;1222366.702;de
319713;0;ZG;1711;Zug;Tellenmattstrasse;42;6317;0;Oberwil b. Zug;2681159.117;1222332.766;de
319714;0;ZG;1711;Zug;Brunnenmattstrasse;21;6317;0;Oberwil b. Zug;2681103.152;1222335.404;de
319715;0;ZG;1711;Zug;Stolzengrabenstrasse;19;6317;0;Oberwil b. Zug;2681206.413;1222715.377;de
319716;0;ZG;1711;Zug;Stolzengrabenstrasse;21;6317;0;Oberwil b. Zug;2681207.017;1222724.517;de
319717;0;ZG;1711;Zug;Stolzengrabenstrasse;23;6317;0;Oberwil b. Zug;2681207.958;1222733.753;de
319718;0;ZG;1711;Zug;Stolzengrabenstrasse;25;6317;0;Oberwil b. Zug;2681186.797;1222747.188;de
319719;0;ZG;1711;Zug;Stolzengrabenstrasse;27;6317;0;Oberwil b. Zug;2681183.617;1222766.335;de
319720;0;ZG;1711;Zug;Stolzengrabenstrasse;29;6317;0;Oberwil b. Zug;2681209.983;1222754.918;de
319721;0;ZG;1711;Zug;Stolzengrabenstrasse;31;6317;0;Oberwil b. Zug;2681210.906;1222764.289;de
319722;0;ZG;1711;Zug;Stolzengrabenstrasse;33;6317;0;Oberwil b. Zug;2681211.812;1222773.69;de
319723;0;ZG;1711;Zug;Stolzengrabenstrasse;35;6317;0;Oberwil b. Zug;2681216.273;1222792.064;de
319724;0;ZG;1711;Zug;Stolzengrabenstrasse;37;6317;0;Oberwil b. Zug;2681217.16;1222801.207;de
319725;0;ZG;1711;Zug;Stolzengrabenstrasse;39;6317;0;Oberwil b. Zug;2681189.547;1222786.774;de
319726;0;ZG;1711;Zug;Stolzengrabenstrasse;41;6317;0;Oberwil b. Zug;2681186.418;1222805.694;de
319727;0;ZG;1711;Zug;Stolzengrabenstrasse;43;6317;0;Oberwil b. Zug;2681220.778;1222821.501;de
319728;0;ZG;1711;Zug;Stolzengrabenstrasse;45;6317;0;Oberwil b. Zug;2681221.386;1222830.345;de
319729;0;ZG;1711;Zug;Stolzengrabenstrasse;47;6317;0;Oberwil b. Zug;2681190.305;1222826.414;de
319730;0;ZG;1711;Zug;Stolzengrabenstrasse;49;6317;0;Oberwil b. Zug;2681182.549;1222837.577;de
319731;0;ZG;1711;Zug;Stolzengrabenstrasse;51;6317;0;Oberwil b. Zug;2681224.621;1222857.879;de
319732;0;ZG;1711;Zug;Stolzengrabenstrasse;53;6317;0;Oberwil b. Zug;2681216.804;1222862.207;de
319733;0;ZG;1711;Zug;Stolzengrabenstrasse;55;6317;0;Oberwil b. Zug;2681209.232;1222866.106;de
319734;0;ZG;1711;Zug;Stolzengrabenstrasse;57;6317;0;Oberwil b. Zug;2681193.233;1222867.37;de
319735;0;ZG;1711;Zug;Stolzengrabenstrasse;59;6317;0;Oberwil b. Zug;2681185.905;1222879.572;de
319736;0;ZG;1711;Zug;Stolzengrabenstrasse;61;6317;0;Oberwil b. Zug;2681228.344;1222884.615;de
319737;0;ZG;1711;Zug;Stolzengrabenstrasse;63;6317;0;Oberwil b. Zug;2681228.772;1222892.847;de
319738;0;ZG;1711;Zug;Stolzengrabenstrasse;65;6317;0;Oberwil b. Zug;2681229.57;1222901.145;de
319739;0;ZG;1711;Zug;Stolzengrabenstrasse;67;6317;0;Oberwil b. Zug;2681230.244;1222910.244;de
319740;0;ZG;1711;Zug;Stolzengrabenstrasse;69;6317;0;Oberwil b. Zug;2681204.041;1222904.188;de
319741;0;ZG;1711;Zug;Stolzengrabenstrasse;70;6317;0;Oberwil b. Zug;2681278.304;1222907.423;de
319742;0;ZG;1711;Zug;Stolzengrabenstrasse;71;6317;0;Oberwil b. Zug;2681197.565;1222917.003;de
319743;0;ZG;1711;Zug;Stolzengrabenstrasse;72;6317;0;Oberwil b. Zug;2681278.91;1222916.152;de
319744;0;ZG;1711;Zug;Stolzengrabenstrasse;73;6317;0;Oberwil b. Zug;2681217.091;1222940.758;de
319745;0;ZG;1711;Zug;Stolzengrabenstrasse;74;6317;0;Oberwil b. Zug;2681279.759;1222924.759;de
319747;0;ZG;1711;Zug;Stolzengrabenstrasse;76;6317;0;Oberwil b. Zug;2681280.24;1222933.367;de
319749;0;ZG;1711;Zug;Brunnenmattstrasse;6;6317;0;Oberwil b. Zug;2681113.788;1222429.66;de
319750;0;ZG;1711;Zug;Brunnenmattstrasse;4;6317;0;Oberwil b. Zug;2681124.101;1222461.494;de
319751;0;ZG;1711;Zug;Bruder-Klausen-Weg;4;6317;0;Oberwil b. Zug;2681133.567;1222492.61;de
319753;0;ZG;1711;Zug;Bruder-Klausen-Weg;2;6317;0;Oberwil b. Zug;2681106.197;1222510.957;de
319754;0;ZG;1711;Zug;Schulweg;4;6317;0;Oberwil b. Zug;2681056.523;1222399.999;de
319755;0;ZG;1711;Zug;Schulweg;7;6317;0;Oberwil b. Zug;2681072.944;1222411.177;de
319756;0;ZG;1711;Zug;Schulweg;2;6317;0;Oberwil b. Zug;2681045.025;1222413.172;de
319757;0;ZG;1711;Zug;Bärengasse;3;6317;0;Oberwil b. Zug;2681018.254;1222381.04;de
319758;0;ZG;1711;Zug;Widenstrasse;1;6317;0;Oberwil b. Zug;2680987.289;1222329.818;de
319761;0;ZG;1711;Zug;Artherstrasse;102;6317;0;Oberwil b. Zug;2681096.581;1222629.091;de
319763;0;ZG;1711;Zug;Artherstrasse;108;6317;0;Oberwil b. Zug;2681067.941;1222599.056;de
319764;0;ZG;1711;Zug;Artherstrasse;112;6317;0;Oberwil b. Zug;2681037.259;1222552.98;de
319765;0;ZG;1711;Zug;Artherstrasse;118;6317;0;Oberwil b. Zug;2680967.263;1222367.206;de
319766;0;ZG;1711;Zug;Artherstrasse;120;6317;0;Oberwil b. Zug;2680965.704;1222347.093;de
319767;0;ZG;1711;Zug;Artherstrasse;122;6317;0;Oberwil b. Zug;2680957.221;1222355.83;de
319768;0;ZG;1711;Zug;Artherstrasse;124;6317;0;Oberwil b. Zug;2680928.594;1222338.691;de
319769;0;ZG;1711;Zug;Artherstrasse;121;6317;0;Oberwil b. Zug;2680992.754;1222352.634;de
319770;0;ZG;1711;Zug;Artherstrasse;119;6317;0;Oberwil b. Zug;2680990.395;1222371.929;de
319771;0;ZG;1711;Zug;Artherstrasse;117;6317;0;Oberwil b. Zug;2681014.65;1222411.382;de
319772;0;ZG;1711;Zug;Bärengasse;1;6317;0;Oberwil b. Zug;2681005.44;1222389.4;de
319774;0;ZG;1711;Zug;Artherstrasse;113;6317;0;Oberwil b. Zug;2681029.777;1222442.604;de
